SourceName,RptSrc,SrcEPAID,DestinationName,DestType,DestEPAID,QuarterYear,LubeOil,IndOil,Total
San Joaquin Filter Recycling,Hauler,CAL000102751,San Joaquin Filter Recycling,Transfer Station,CAL000102751,July - September 2010,235150,2815,237965
Starlite Reclamation,Hauler,CAR000148296,Advanced Environmental_ Inc.,Recycler,CAT080025711,July - September 2010,48619,,48619
Starlite Reclamation,Hauler,CAR000148296,Advanced Environmental_ Inc.,Transfer Station,CAT080025711,July - September 2010,48619,,48619
Swift Oil   Vacuum_ Inc.,Hauler,CAD982488470,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,July - September 2010,82595,11590,94185
Tadeo_ Ricardo D. Waste Oil Service,Hauler,CAD981634363,Demenno/Kerdoon,Recycler,CAT080013352,July - September 2010,198340,3120,201460
Thermo Fluids - Phoenix,Hauler,AZR000003681,Thermo Fluids - Phoenix,Hauler,AZR000003681,July - September 2010,17750,,17750
Thermo Fluids - Phoenix,Hauler,AZR000003681,Thermo Fluids - Las Vegas,Hauler,NVR000001032,July - September 2010,208,,208
Thermo Fluids - Phoenix,Hauler,AZR000003681,Thermo Fluids - Reno,Hauler,NVD982510711,July - September 2010,50,,50
Thermo Fluids - Phoenix,Hauler,AZR000003681,Thermo Fluids - Medford,Hauler,ORQ000007781,July - September 2010,54616,,54616
Thermo Fluids - Phoenix,Hauler,AZR000003681,Thermo Fluids - Phoenix,Recycler,AZR000003681,July - September 2010,17750,,17750
Thermo Fluids - Phoenix,Hauler,AZR000003681,Thermo Fluids - Las Vegas,Recycler,NVR000001032,July - September 2010,208,,208
Thermo Fluids - Phoenix,Hauler,AZR000003681,Thermo Fluids - Reno,Recycler,NVD982510711,July - September 2010,50,,50
Thermo Fluids - Phoenix,Hauler,AZR000003681,Thermo Fluids - Medford,Recycler,ORQ000007781,July - September 2010,54616,,54616
Thermo Fluids - Phoenix,Hauler,AZR000003681,Thermo Fluids - Medford,Transfer Station,ORQ000007781,July - September 2010,54616,,54616
UNI WASTE,Hauler,CAL000317320,Clearwater Services (Clearwater Environmental,Recycler,NVD982358483,July - September 2010,161250,9750,171000
United Pumping,Hauler,CAD072953771,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,July - September 2010,,,400
Universal Waste Oil Company,Hauler,CAL000183236,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,July - September 2010,78590,,78590
Western Environmental Services,Hauler,CAR000159681,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,July - September 2010,13363,,13363
Advanced Environmental_ Inc.,Recycler,CAT080025711,Demenno/Kerdoon,Recycler,CAT080013352,October - December 2010,,,2179679
Alarcon's_ Mark_ Waste Oil Service,Hauler,CAD980814446,Demenno/Kerdoon,Recycler,CAT080013352,October - December 2010,23515,13680,37195
All Valley Disposal Inc.,Hauler,CAR000181586,Evergreen Environmental Services,Recycler,CAD982446882,October - December 2010,95414,,95414
All Valley Environmental,Hauler,CAL000263169,Thermo Fluids - Las Vegas,Hauler,NVR000001032,October - December 2010,68980,,68980
All Valley Environmental,Hauler,CAL000263169,Thermo Fluids - Las Vegas,Recycler,NVR000001032,October - December 2010,68980,,68980
Alpha Oil Company,Hauler,CAL000331370,Demenno/Kerdoon,Recycler,CAT080013352,October - December 2010,1895,,1895
Alpha Oil Company,Hauler,CAL000331370,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,October - December 2010,154588,,154588
Amberwick Corporation,Hauler,CAR000172189,Filter Recycling Services_ Inc.,Hauler,CAD982444481,October - December 2010,,515,515
Amberwick Corporation,Hauler,CAR000172189,Demenno/Kerdoon,Recycler,CAT080013352,October - December 2010,,990,990
Amberwick Corporation,Hauler,CAR000172189,US Ecology,Recycler,NVT330010000,October - December 2010,,125,125
Amberwick Corporation,Hauler,CAR000172189,Evergreen Environmental Services (Carson),Recycler,CAD981696420,October - December 2010,,1987,1987
Amberwick Corporation,Hauler,CAR000172189,Filter Recycling Services_ Inc.,Transfer Station,CAD982444481,October - December 2010,,515,515
American Oil Company,Hauler,CAD981427669,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,October - December 2010,388619,,388619
American Oil Company,Hauler,CAD981427669,Solvent Recy-Clean_ Inc.,Recycler,AZD983480948,October - December 2010,47905,,47905
Bayside Oil II_ Inc.,Hauler,CAD088838222,Bayside Oil II_ Inc.,Hauler,CAD088838222,October - December 2010,89928,2984,92912
Bayside Oil II_ Inc.,Hauler,CAD088838222,Bayside Oil II_ Inc.,Transfer Station,CAD088838222,October - December 2010,89928,2984,92912
Big Sky Environmental Solutions,Hauler,CAL000346010,Clearwater Services (Clearwater Environmental,Recycler,NVD982358483,October - December 2010,53815,,53815
Black Gold Industries,Hauler,CAD983609678,Evergreen Oil,Recycler,CAD980887418,October - December 2010,,210,210
Black Gold Industries,Hauler,CAD983609678,Demenno/Kerdoon,Recycler,CAT080013352,October - December 2010,,11751,11751
Black Gold Industries,Hauler,CAD983609678,US Ecology,Recycler,NVT330010000,October - December 2010,,330,330
Black Star Oil Company,Hauler,CAL912823785,Demenno/Kerdoon,Recycler,CAT080013352,October - December 2010,455,,455
Black Star Oil Company,Hauler,CAL912823785,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,October - December 2010,130000,,130000
Black Star Oil Company,Hauler,CAL912823785,Evergreen Environmental Services (Carson),Recycler,CAD981696420,October - December 2010,9066,,9066
Bulldog Oil of California LLC,Hauler,CAL000338673,Evergreen Oil,Recycler,CAD980887418,October - December 2010,4595,,4595
Bulldog Oil of California LLC,Hauler,CAL000338673,Riverbank Oil Transfer,Recycler,CAL000190818,October - December 2010,60119,,60119
California Coolant Services,Hauler,CAR000047167,DK Dixon,Hauler,CAT080012602,October - December 2010,48329,,48329
California Coolant Services,Hauler,CAR000047167,Thermo Fluids - Reno,Hauler,NVD982510711,October - December 2010,79108,,79108
California Coolant Services,Hauler,CAR000047167,DK Dixon,Recycler,CAT080012602,October - December 2010,48329,,48329
California Coolant Services,Hauler,CAR000047167,Thermo Fluids - Reno,Recycler,NVD982510711,October - December 2010,79108,,79108
California Coolant Services,Hauler,CAR000047167,DK Dixon,Transfer Station,CAT080012602,October - December 2010,48329,,48329
California Pumping_ Inc.,Hauler,CAL000282383,Demenno/Kerdoon,Recycler,CAT080013352,October - December 2010,15000,,15000
Carrs Waste Oil Service,Hauler,CAL000280677,American Oil Company,Hauler,CAD981427669,October - December 2010,23546,,23546
Carrs Waste Oil Service,Hauler,CAL000280677,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,October - December 2010,13058,,13058
Carrs Waste Oil Service,Hauler,CAL000280677,American Oil Company,Transfer Station,CAD981427669,October - December 2010,23546,,23546
Chico Drain Oil,Recycler,CAD980694103,Evergreen Oil,Recycler,CAD980887418,October - December 2010,315335,,315335
Chico Drain Oil,Recycler,CAD980694103,Demenno/Kerdoon,Recycler,CAT080013352,October - December 2010,82197,,82197
Chico Drain Oil,Recycler,CAD980694103,Veoliaes (formerly) Onyx Environmental Servic,Recycler,CAD008302903,October - December 2010,2514,,2514
Cole's Services_ Inc.,Hauler,CAL000268462,Demenno/Kerdoon,Recycler,CAT080013352,October - December 2010,115711,,115711
Compliance Environmental Services,Hauler,CAL000161247,Veoliaes (formerly) Onyx Environmental Servic,Recycler,CAD008302903,October - December 2010,31980,,31980
Compliance Environmental Services,Hauler,CAL000161247,Evergreen Environmental Services (Carson),Recycler,CAD981696420,October - December 2010,86415,,86415
Consultant Environmental Operations; C.E.O.,Hauler,CAL000209884,Demenno/Kerdoon,Recycler,CAT080013352,October - December 2010,11205,4725,15930
Crane's Waste Oil_ Inc.,Hauler,CAD980813950,Bango Oil LLC,Re-refiner,NVR000080655,October - December 2010,143820,7580,151400
Crane's Waste Oil_ Inc.,Hauler,CAD980813950,Demenno/Kerdoon,Recycler,CAT080013352,October - December 2010,59405,1795,61200
Crane's Waste Oil_ Inc.,Hauler,CAD980813950,Bango Oil LLC,Recycler,NVR000080655,October - December 2010,143820,7580,151400
D   R Oil Company,Hauler,CAL000253903,American Oil Company,Hauler,CAD981427669,October - December 2010,33435,,33435
D   R Oil Company,Hauler,CAL000253903,American Oil Company,Transfer Station,CAD981427669,October - December 2010,33435,,33435
Desert Environmental Services_ Inc.,Hauler,CAR000074542,Veoliaes (formerly) Onyx Environmental Servic,Recycler,CAD008302903,October - December 2010,6200,,6200
Desert Environmental Services_ Inc.,Hauler,CAR000074542,Advanced Environmental_ Inc.,Recycler,CAT080025711,October - December 2010,6830,,6830
Desert Environmental Services_ Inc.,Hauler,CAR000074542,Advanced Environmental_ Inc.,Transfer Station,CAT080025711,October - December 2010,6830,,6830
DK Dixon,Recycler,CAT080012602,Evergreen Oil,Recycler,CAD980887418,October - December 2010,805668,,805668
DK Dixon,Recycler,CAT080012602,Demenno/Kerdoon,Recycler,CAT080013352,October - December 2010,,,1222568
Ecology Control Industries_ Inc.,Hauler,CAD982030173,Demenno/Kerdoon,Recycler,CAT080013352,October - December 2010,585,,585
Edgar's Mobile Lube,Hauler,CAL000293019,Ramos Environmental Services,Hauler,CAD044003556,October - December 2010,2915,,2915
Edgar's Mobile Lube,Hauler,CAL000293019,Ramos Environmental Services,Transfer Station,CAD044003556,October - December 2010,2915,,2915
EFR Environmental Services Inc.,Hauler,CAR000011205,Western Environmental - Mecca,Recycler,CAR000157206,October - December 2010,10860,,10860
Elite Oil Transport,Hauler,CAR000190082,Demenno/Kerdoon,Recycler,CAT080013352,October - December 2010,515360,,515360
Environmental Logistics,Hauler,CAR000172460,Filter Recycling Services_ Inc.,Hauler,CAD982444481,October - December 2010,55618,6481,62099
Environmental Logistics,Hauler,CAR000172460,Thermo Fluids - Las Vegas,Hauler,NVR000001032,October - December 2010,46375,5444,51819
Environmental Logistics,Hauler,CAR000172460,Thermo Fluids - Las Vegas,Recycler,NVR000001032,October - December 2010,46375,5444,51819
Environmental Logistics,Hauler,CAR000172460,Filter Recycling Services_ Inc.,Transfer Station,CAD982444481,October - December 2010,55618,6481,62099
Espinoza Trucking_ Inc.,Hauler,CAL000297859,Demenno/Kerdoon,Recycler,CAT080013352,October - December 2010,,,300122
Evergreen Environmental Services (Carson),Recycler,CAD981696420,Evergreen Oil,Recycler,CAD980887418,October - December 2010,,,102584
Evergreen Environmental Services (Carson),Recycler,CAD981696420,Demenno/Kerdoon,Recycler,CAT080013352,October - December 2010,,,1134201
Evergreen Environmental Services (Newark),Hauler,CAD982413262,Evergreen Oil,Recycler,CAD980887418,October - December 2010,2831381,44753,2876134
Evergreen Environmental Services (Newark),Hauler,CAD982413262,Advanced Environmental_ Inc.,Recycler,CAT080025711,October - December 2010,199057,3146,202203
Evergreen Environmental Services (Newark),Hauler,CAD982413262,Evergreen Environmental Services (Carson),Recycler,CAD981696420,October - December 2010,1316203,20803,1337006
Evergreen Environmental Services (Newark),Hauler,CAD982413262,Advanced Environmental_ Inc.,Transfer Station,CAT080025711,October - December 2010,199057,3146,202203
Evergreen Oil,Recycler,CAD980887418,DK Dixon,Hauler,CAT080012602,October - December 2010,,,36505
Evergreen Oil,Recycler,CAD980887418,DK Dixon,Recycler,CAT080012602,October - December 2010,,,36505
Evergreen Oil,Recycler,CAD980887418,DK Dixon,Transfer Station,CAT080012602,October - December 2010,,,36505
Express Environmental Corp._dba Express Oil,Hauler,CAL000264806,Demenno/Kerdoon,Recycler,CAT080013352,October - December 2010,79007,61965,140972
Fremouw Environmental Services,Hauler,CAR000171017,Evergreen Oil,Recycler,CAD980887418,October - December 2010,99692,10923,110615
Fremouw Environmental Services,Hauler,CAR000171017,Evergreen Environmental Services,Recycler,CAD982446874,October - December 2010,222425,28455,250880
G   G Transportation,Hauler,CAL000827858,Ramos Environmental Services,Hauler,CAD044003556,October - December 2010,99400,,99400
G   G Transportation,Hauler,CAL000827858,DK Dixon,Hauler,CAT080012602,October - December 2010,35500,,35500
G   G Transportation,Hauler,CAL000827858,Veoliaes (formerly) Onyx Environmental Servic,Recycler,CAD008302903,October - December 2010,7100,,7100
G   G Transportation,Hauler,CAL000827858,DK Dixon,Recycler,CAT080012602,October - December 2010,35500,,35500
G   G Transportation,Hauler,CAL000827858,Evergreen Environmental Services (Carson),Recycler,CAD981696420,October - December 2010,14200,,14200
G   G Transportation,Hauler,CAL000827858,Evergreen Environmental Services,Recycler,CAD982446882,October - December 2010,227200,,227200
G   G Transportation,Hauler,CAL000827858,Ramos Environmental Services,Transfer Station,CAD044003556,October - December 2010,99400,,99400
G   G Transportation,Hauler,CAL000827858,DK Dixon,Transfer Station,CAT080012602,October - December 2010,35500,,35500
Glyco Environmental Services,Hauler,CAL000309743,Advanced Environmental_ Inc.,Recycler,CAT080025711,October - December 2010,28800,,28800
Glyco Environmental Services,Hauler,CAL000309743,Advanced Environmental_ Inc.,Transfer Station,CAT080025711,October - December 2010,28800,,28800
Golden Eagle Oil Refinery,Hauler,UTD070534623,Golden Eagle Oil Refinery,Hauler,UTD070534623,October - December 2010,402707,,402707
Golden Eagle Oil Refinery,Hauler,UTD070534623,Golden Eagle Oil Refinery,Recycler,UTD070534623,October - December 2010,402707,,402707
IDR Environmental Services,Hauler,CAD981377864,Ecology Control Industries_ Inc.,Hauler,CAD982030173,October - December 2010,337,385,722
IDR Environmental Services,Hauler,CAD981377864,Trimsa USA_ Inc.,Hauler,CAR000163824,October - December 2010,375,55,430
Industrial Waste Utilization,Hauler,CAD980585293,US Ecology,Recycler,NVT330010000,October - December 2010,,800,800
Industrial Waste Utilization,Hauler,CAD980585293,AA SYDCOL_ LLC,Recycler,AZR000501510,October - December 2010,,6270,6270
Interstate Pumping Company,Hauler,CAL000328860,Evergreen Environmental Services (Newark),Hauler,CAD982413262,October - December 2010,450,,450
Interstate Pumping Company,Hauler,CAL000328860,Evergreen Environmental Services (Newark),Transfer Station,CAD982413262,October - December 2010,450,,450
J.B. Trans Services_Inc (dba) All Phase Env.,Hauler,CAL000253361,Advanced Environmental_ Inc.,Recycler,CAT080025711,October - December 2010,215416,,215416
J.B. Trans Services_Inc (dba) All Phase Env.,Hauler,CAL000253361,Southwest Petroleum Waste Management,Recycler,AZR000504332,October - December 2010,158410,,158410
J.B. Trans Services_Inc (dba) All Phase Env.,Hauler,CAL000253361,Advanced Environmental_ Inc.,Transfer Station,CAT080025711,October - December 2010,215416,,215416
Jack Stone Drainage Oil Service,Hauler,CAD080075096,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,October - December 2010,110940,4140,115080
Jack Stone Drainage Oil Service,Hauler,CAD080075096,Veoliaes (formerly) Onyx Environmental Servic,Recycler,CAD008302903,October - December 2010,48010,1545,49555
Johnson Machinery Company,Hauler,CAD006910855,Advanced Environmental_ Inc.,Recycler,CAT080025711,October - December 2010,745,,745
Johnson Machinery Company,Hauler,CAD006910855,Advanced Environmental_ Inc.,Transfer Station,CAT080025711,October - December 2010,745,,745
Johnson Power Systems,Hauler,CAL000161534,Advanced Environmental_ Inc.,Recycler,CAT080025711,October - December 2010,3005,,3005
Johnson Power Systems,Hauler,CAL000161534,Advanced Environmental_ Inc.,Transfer Station,CAT080025711,October - December 2010,3005,,3005
JSE Environmental Services,Hauler,CAL000827857,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,October - December 2010,8574,,8574
JSE Environmental Services,Hauler,CAL000827857,Southwest Petroleum Waste Management,Recycler,AZR000504332,October - December 2010,5727,,5727
Kern Oil Filter Recycling,Hauler,CAL000327867,Bakersfield Transfer_ Inc.,Transfer Station,CAL000282598,October - December 2010,152373,,152373
Knight_ Jim_ Drain Oil Service,Hauler,CAL000027718,Demenno/Kerdoon,Recycler,CAT080013352,October - December 2010,400,,400
Knight_ Jim_ Drain Oil Service,Hauler,CAL000027718,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,October - December 2010,58619,,58619
Knight_ Jim_ Drain Oil Service,Hauler,CAL000027718,Evergreen Environmental Services (Carson),Recycler,CAD981696420,October - December 2010,1001,,1001
Los Angeles Dept of Power   Water (LA DPW),Hauler,CAD000632992,Demenno/Kerdoon,Recycler,CAT080013352,October - December 2010,10293,25500,35793
